,Cantidad de energía demandada GWh,Cantidad de energía adjudicada GWh,Precio promedio ponderado adjudicado ($/KWh),trms,dias_contrato,dias_antes_inicio,nivel_embalse,ipp,productos,descripcion,cluster
186,459.6,428.9,251.84,3657.41,2182,-119,10018197100.0,131.18,CP-CSSC2021-003-PROD02,Se solicita el suministro de la energía eléctrica que AIR-E requiere para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 1 de septiembre de 2021 al 31 de diciembre de 2026. Esta energía eléctrica involucra la potencia eléctrica asociada.,0
187,350.4,177.38,226.23,3657.41,2182,-119,10018197100.0,131.18,CP-CSSC2021-003-PROD03,Se solicita el suministro de la energía eléctrica que AIR-E requiere para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 1 de septiembre de 2021 al 31 de diciembre de 2026. Esta energía eléctrica involucra la potencia eléctrica asociada.,0
188,204.43,102.22,218.05,3715.28,3287,892,13563512600.0,132.98,CP-EPSC2021-001-PROD01,Compras con destino al mercado regulado de CELSIA COLOMBIA.,4
189,550.39,550.39,208.58,3715.28,3287,892,13563512600.0,132.98,CP-EPSC2021-001-PROD02,Compras con destino al mercado regulado de CELSIA COLOMBIA.,4
190,458.91,458.91,204.39,3715.28,3287,892,13563512600.0,132.98,CP-EPSC2021-001-PROD03,Compras con destino al mercado regulado de CELSIA COLOMBIA.,4
191,778.87,778.87,186.33,3715.28,3287,892,13563512600.0,132.98,CP-EPSC2021-001-PROD05,Compras con destino al mercado regulado de CELSIA COLOMBIA.,4
192,26.0,13.0,240.85,3729.02,729,163,13374387000.0,132.98,CP-EVSC2021-001-PROD01,Compra de la energía eléctrica que requiere la empresa de energía del valle de Sibundoy EMEVASI S.A. E.S.P. para atender la demanda de su mercado regulado para el periodo comprendido entre el primero (1) de enero del año 2022 y el treinta y uno (31) de diciembre del año 2023.,0
193,93.83,93.83,208.04,3729.02,3652,528,13374387000.0,132.98,CP-CETC2021-001-PROD03,COMPRA DE ENERGÍA ELÉCTRICA CON DESTINO AL MERCADO REGULADO DE COMPAÑIA DE ELECTRICIDAD DE TULUA S.A E.S.P. PARA EL PERÍODO 01 DE ENERO DE 2023 AL 31 DICIEMBRE DEL AÑO 2032,5
194,39.32,39.32,202.8,3729.02,3652,528,13374387000.0,132.98,CP-CETC2021-001-PROD04,COMPRA DE ENERGÍA ELÉCTRICA CON DESTINO AL MERCADO REGULADO DE COMPAÑIA DE ELECTRICIDAD DE TULUA S.A E.S.P. PARA EL PERÍODO 01 DE ENERO DE 2023 AL 31 DICIEMBRE DEL AÑO 2032,5
195,52.62,52.62,186.33,3729.02,3652,528,13374387000.0,132.98,CP-CETC2021-001-PROD06,COMPRA DE ENERGÍA ELÉCTRICA CON DESTINO AL MERCADO REGULADO DE COMPAÑIA DE ELECTRICIDAD DE TULUA S.A E.S.P. PARA EL PERÍODO 01 DE ENERO DE 2023 AL 31 DICIEMBRE DEL AÑO 2032,5
196,41.41,26.39,208.49,3650.23,1825,190,14162190400.0,140.81,CP-EEPC2021-002-PROD04,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de enero del año 2022 al 31 de diciembre del año 2026, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado.",0
197,38.77,6.6,201.47,3650.23,1825,190,14162190400.0,140.81,CP-EEPC2021-002-PROD05,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de enero del año 2022 al 31 de diciembre del año 2026, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado.",0
198,272.0,146.66,229.88,3650.23,1825,190,14162190400.0,140.81,CP-EEPC2021-002-PROD06,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de enero del año 2022 al 31 de diciembre del año 2026, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado.",0
199,292.0,20.9,195.0,3816.65,5470,-161,9944858900.0,131.18,CP-CMMC2021-002-PROD01,"Caribemar de la Costa solicita energía para atender parte de la demanda de su mercado regulado, durante el periodo comprendido entre 1 de agosto de 2021 hasta 31 de diciembre 2035",0
200,1172.0,60.0,236.56,3816.65,5470,-161,9944858900.0,131.18,CP-CMMC2021-002-PROD03,"Caribemar de la Costa solicita energía para atender parte de la demanda de su mercado regulado, durante el periodo comprendido entre 1 de agosto de 2021 hasta 31 de diciembre 2035",0
201,76.14,31.14,218.33,3640.07,2063,-121,10209938700.0,131.18,CP-GNCC2021-002-PROD01,VATIA S.A E.S.P. está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 5 de agosto de 2021 hasta las 24:00 del día 31 de diciembre de 2026.,0
202,327.1,262.8,232.0,3659.62,729,194,10242907900.0,131.18,CP-CNSC2021-002-PROD02,"CENS S.A., E.S.P. está interesada en recibir ofertas de energía y potencia eléctricas para atender la demanda de su mercado regulado, en el periodo comprendido entre el 01 de enero 2022 al 31 de diciembre de 2023",0
203,87.6,87.6,222.7,3645.14,1453,-139,14108982800.0,136.95,CP-CDNC2021-001-PROD02,CEDENAR S.A E.S.P. esta interesado en recibir ofertas para comprar energía eléctrica con el fin de atender la demanda de su mercado regulado actual y potencial para el periodo comprendido entre el 01 de Agosto de 2021 a 31 de Diciembre de 2024.,0
204,702.24,75.37,204.55,3736.91,2184,-134,9794826100.0,128.63,CP-CSSC2021-002-PROD01,AIR-E solicita energía eléctrica para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 1 de julio de 2021 al 31 de diciembre de 2026. Esta energía eléctrica involucra la potencia eléctrica asociada.,0
205,32.13,32.13,227.03,3658.22,1453,-133,9663323100.0,128.63,CP-ENIC2021-001-PROD01,SUMINISTRAR ENERGÍA Y POTENCIA PARA ATENDER EL MERCADO REGULADO DURANTE LA VIGENCIA DE TIEMPO COMPRENDIDA ENTRE LAS 00:00 HORAS DEL PRIMERO (01) DE AGOSTO DE 2021 HASTA LAS 24:00 HORAS DEL TREINTA Y UNO (31) DE DICIEMBRE DE 2024.,0
206,119.21,119.21,227.03,3658.22,1453,-133,9663323100.0,128.63,CP-ENIC2021-001-PROD02,SUMINISTRAR ENERGÍA Y POTENCIA PARA ATENDER EL MERCADO REGULADO DURANTE LA VIGENCIA DE TIEMPO COMPRENDIDA ENTRE LAS 00:00 HORAS DEL PRIMERO (01) DE AGOSTO DE 2021 HASTA LAS 24:00 HORAS DEL TREINTA Y UNO (31) DE DICIEMBRE DE 2024.,0
207,127.48,127.48,227.03,3658.22,1453,-133,9663323100.0,128.63,CP-ENIC2021-001-PROD03,SUMINISTRAR ENERGÍA Y POTENCIA PARA ATENDER EL MERCADO REGULADO DURANTE LA VIGENCIA DE TIEMPO COMPRENDIDA ENTRE LAS 00:00 HORAS DEL PRIMERO (01) DE AGOSTO DE 2021 HASTA LAS 24:00 HORAS DEL TREINTA Y UNO (31) DE DICIEMBRE DE 2024.,0
208,184.27,184.27,227.03,3658.22,1453,-133,9663323100.0,128.63,CP-ENIC2021-001-PROD04,SUMINISTRAR ENERGÍA Y POTENCIA PARA ATENDER EL MERCADO REGULADO DURANTE LA VIGENCIA DE TIEMPO COMPRENDIDA ENTRE LAS 00:00 HORAS DEL PRIMERO (01) DE AGOSTO DE 2021 HASTA LAS 24:00 HORAS DEL TREINTA Y UNO (31) DE DICIEMBRE DE 2024.,0
209,932.94,55.17,242.47,3589.82,2190,232,9636430300.0,128.63,CP-EPMC2021-001-PROD01,"Recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender el mercado regulado de EPM, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para el período 1 de enero de 2022 al 31 de diciembre de 2027.",0
210,1206.07,338.82,230.05,3589.82,2190,232,9636430300.0,128.63,CP-EPMC2021-001-PROD02,"Recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender el mercado regulado de EPM, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para el período 1 de enero de 2022 al 31 de diciembre de 2027.",0
211,1252.49,712.1,218.86,3589.82,2190,232,9636430300.0,128.63,CP-EPMC2021-001-PROD03,"Recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender el mercado regulado de EPM, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para el período 1 de enero de 2022 al 31 de diciembre de 2027.",0
212,2317.74,1985.25,207.32,3589.82,2190,232,9636430300.0,128.63,CP-EPMC2021-001-PROD04,"Recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender el mercado regulado de EPM, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para el período 1 de enero de 2022 al 31 de diciembre de 2027.",0
213,1589.62,1578.35,201.53,3589.82,2190,232,9636430300.0,128.63,CP-EPMC2021-001-PROD05,"Recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender el mercado regulado de EPM, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para el período 1 de enero de 2022 al 31 de diciembre de 2027.",0
214,1643.72,1632.5,198.49,3589.82,2190,232,9636430300.0,128.63,CP-EPMC2021-001-PROD06,"Recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender el mercado regulado de EPM, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para el período 1 de enero de 2022 al 31 de diciembre de 2027.",0
215,189.0,128.0,227.0,3478.11,2184,-112,14502026000.0,139.63,CP-CHCC2021-001-PROD03,"Recibir propuestas para el suministro de energía y potencia eléctricas requeridas para atender el mercado regulado deen los meses, tipo de contrato y cantidades descritas en el Anexo para el período 1 de julio de 2021 al 31 de octubre de 2021 y 1 de enero de 2022 al 31 de diciembre de 2026",0
216,189.0,128.0,227.0,3623.61,2184,-112,14502026000.0,139.63,CP-CHCC2021-001-PROD03,"Recibir propuestas para el suministro de energía y potencia eléctricas requeridas para atender el mercado regulado deen los meses, tipo de contrato y cantidades descritas en el Anexo para el período 1 de julio de 2021 al 31 de octubre de 2021 y 1 de enero de 2022 al 31 de diciembre de 2026",0
217,72.0,36.0,215.0,3478.11,2184,-112,14502026000.0,139.63,CP-CHCC2021-001-PROD04,"Recibir propuestas para el suministro de energía y potencia eléctricas requeridas para atender el mercado regulado deen los meses, tipo de contrato y cantidades descritas en el Anexo para el período 1 de julio de 2021 al 31 de octubre de 2021 y 1 de enero de 2022 al 31 de diciembre de 2026",0
218,72.0,36.0,215.0,3623.61,2184,-112,14502026000.0,139.63,CP-CHCC2021-001-PROD04,"Recibir propuestas para el suministro de energía y potencia eléctricas requeridas para atender el mercado regulado deen los meses, tipo de contrato y cantidades descritas en el Anexo para el período 1 de julio de 2021 al 31 de octubre de 2021 y 1 de enero de 2022 al 31 de diciembre de 2026",0
219,289.0,289.0,200.0,3478.11,2184,-112,14502026000.0,139.63,CP-CHCC2021-001-PROD05,"Recibir propuestas para el suministro de energía y potencia eléctricas requeridas para atender el mercado regulado deen los meses, tipo de contrato y cantidades descritas en el Anexo para el período 1 de julio de 2021 al 31 de octubre de 2021 y 1 de enero de 2022 al 31 de diciembre de 2026",0
220,289.0,289.0,200.0,3623.61,2184,-112,14502026000.0,139.63,CP-CHCC2021-001-PROD05,"Recibir propuestas para el suministro de energía y potencia eléctricas requeridas para atender el mercado regulado deen los meses, tipo de contrato y cantidades descritas en el Anexo para el período 1 de julio de 2021 al 31 de octubre de 2021 y 1 de enero de 2022 al 31 de diciembre de 2026",0
221,289.0,289.0,196.0,3478.11,2184,-112,14502026000.0,139.63,CP-CHCC2021-001-PROD06,"Recibir propuestas para el suministro de energía y potencia eléctricas requeridas para atender el mercado regulado deen los meses, tipo de contrato y cantidades descritas en el Anexo para el período 1 de julio de 2021 al 31 de octubre de 2021 y 1 de enero de 2022 al 31 de diciembre de 2026",0
222,289.0,289.0,196.0,3623.61,2184,-112,14502026000.0,139.63,CP-CHCC2021-001-PROD06,"Recibir propuestas para el suministro de energía y potencia eléctricas requeridas para atender el mercado regulado deen los meses, tipo de contrato y cantidades descritas en el Anexo para el período 1 de julio de 2021 al 31 de octubre de 2021 y 1 de enero de 2022 al 31 de diciembre de 2026",0
223,327.04,124.3,235.14,3534.62,4376,-118,14181151600.0,145.69,CP-EMIC2021-001-PROD01,Demanda del mercado regulado atendida por EMCALI EICE ESP en los periodos del 1 de julio al 31 de diciembre de 2021 y del 1 de enero del 2023 al 31 de diciembre del 2032.,0
224,652.46,652.46,220.06,3534.62,4376,-118,14181151600.0,145.69,CP-EMIC2021-001-PROD04,Demanda del mercado regulado atendida por EMCALI EICE ESP en los periodos del 1 de julio al 31 de diciembre de 2021 y del 1 de enero del 2023 al 31 de diciembre del 2032.,0
225,659.34,659.34,200.0,3534.62,4376,-118,14181151600.0,145.69,CP-EMIC2021-001-PROD08,Demanda del mercado regulado atendida por EMCALI EICE ESP en los periodos del 1 de julio al 31 de diciembre de 2021 y del 1 de enero del 2023 al 31 de diciembre del 2032.,0
226,1501.64,1501.64,188.4,3534.62,4376,-118,14181151600.0,145.69,CP-EMIC2021-001-PROD09,Demanda del mercado regulado atendida por EMCALI EICE ESP en los periodos del 1 de julio al 31 de diciembre de 2021 y del 1 de enero del 2023 al 31 de diciembre del 2032.,-1
227,17.52,17.52,209.5,3622.36,1825,257,10388074300.0,126.36,CP-EEPC2021-001-PROD02,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de enero del año 2022 al 31 de diciembre del año 2026, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado.",0
228,17.57,14.93,205.5,3622.36,1825,257,10388074300.0,126.36,CP-EEPC2021-001-PROD04,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de enero del año 2022 al 31 de diciembre del año 2026, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado.",0
229,17.52,17.52,198.45,3622.36,1825,257,10388074300.0,126.36,CP-EEPC2021-001-PROD05,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de enero del año 2022 al 31 de diciembre del año 2026, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado.",0
230,14.0,6.0,195.0,3578.29,724,-241,9063169700.0,126.36,CP-EMEC2021-001-PROD01,La Empresa Municipal de energía Eléctrica S.A E.S.P está interesada en recibir ofertas de suministro de energía eléctrica para atender su mercado regulado para el periodo comprendido entre el 1 de Junio de 2021 hasta el 31 de diciembre de 2022,0
231,120.7,85.34,225.5,3676.94,1819,-112,9868429300.0,131.18,CP-NEUC2021-001-PROD01,"Suministro de la energía eléctrica requerida para atender su mercado regulado para el período comprendido entre el 1 de julio de 2021 y el 31 de diciembre de 2025, conforme lo establecido en la regulación vigente de la Comisión de Regulación de Energía y Gas – CREG.",0
232,19.22,19.22,224.95,3602.41,1547,173,9161107200.0,126.36,CP-ESSC2021-001-PROD01,"ESSA está interesada en recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender su mercado regulado, bajo la modalidad páguelo contratado del 10 de junio de 2021 al 31 de diciembre de 2025.",0
233,659.68,359.49,222.03,3602.41,1547,173,9161107200.0,126.36,CP-ESSC2021-001-PROD06,"ESSA está interesada en recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender su mercado regulado, bajo la modalidad páguelo contratado del 10 de junio de 2021 al 31 de diciembre de 2025.",0
234,445.6,94.54,207.98,3602.41,1547,173,9161107200.0,126.36,CP-ESSC2021-001-PROD07,"ESSA está interesada en recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender su mercado regulado, bajo la modalidad páguelo contratado del 10 de junio de 2021 al 31 de diciembre de 2025.",0
235,240.07,240.07,201.12,3602.41,1547,173,9161107200.0,126.36,CP-ESSC2021-001-PROD08,"ESSA está interesada en recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender su mercado regulado, bajo la modalidad páguelo contratado del 10 de junio de 2021 al 31 de diciembre de 2025.",0
236,10825.0,4450.0,198.25,3555.4,5478,261,9214572000.0,126.36,CP-CDSC2021-001-PROD01,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de enero de 2022 y el 31 de diciembre de 2026, para atender su mercado regulado.",-1
237,6817.0,2125.0,185.45,3555.4,5478,261,9214572000.0,126.36,CP-CDSC2021-001-PROD03,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de enero de 2022 y el 31 de diciembre de 2026, para atender su mercado regulado.",-1
238,2.1,2.1,222.49,3555.4,1088,-103,9214572000.0,126.36,CP-TPLC2021-001-PROD01,"TERPEL ENERGÍA S.A.S. E.S.P. invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de julio de 2021 y el 31 de diciembre de 2023, con destino al mercado regulado.",0
239,42.3,31.7,216.78,3583.23,1686,56,14240744600.0,140.81,CP-GNCC2021-001-PROD06,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 20 de mayo de 2021 hasta las 24:00 del día 31 de diciembre de 2025,0
240,249.09,249.09,196.4,3585.44,1460,288,10770901800.0,124.38,CP-HLAC2021-001-PROD04,"En cumplimiento de lo establecido en las leyes 142 y 143 de 1994 y las resoluciones emitidas por la CREG, en especial la No. 130 de 2019, ELECTROHUILA S.A. E.S.P. está interesada en recibir propuestas para el suministro de energía de su mercado regulado, para los años 2022 - 2025",0
241,106.75,106.75,194.2,3585.44,1460,288,10770901800.0,124.38,CP-HLAC2021-001-PROD07,"En cumplimiento de lo establecido en las leyes 142 y 143 de 1994 y las resoluciones emitidas por la CREG, en especial la No. 130 de 2019, ELECTROHUILA S.A. E.S.P. está interesada en recibir propuestas para el suministro de energía de su mercado regulado, para los años 2022 - 2025",0
242,554.7,189.1,228.5,3525.25,2186,-332,11072344600.0,124.38,CP-CSSC2021-001-PROD01,Comprar el suministro de la energía eléctrica que AIR-E requiere para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 1° de mayo de 2021 al 31 de diciembre de 2026.,0
243,986.0,287.2,240.5,3525.25,2186,-332,11072344600.0,124.38,CP-CSSC2021-001-PROD03,Comprar el suministro de la energía eléctrica que AIR-E requiere para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 1° de mayo de 2021 al 31 de diciembre de 2026.,0
244,1753.2,1185.2,218.4,3525.25,2186,-332,11072344600.0,124.38,CP-CSSC2021-001-PROD06,Comprar el suministro de la energía eléctrica que AIR-E requiere para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 1° de mayo de 2021 al 31 de diciembre de 2026.,-1
249,19.2,19.2,193.34,3493.77,1822,-332,12246116100.0,124.31,CP-RTQC2020-006-PROD04,RUITOQUE S.A E.S.P. requiere contratar el suministro de energía para atender su demanda regulada durante el periodo comprendido entre el 01 de abril de 2021 al 31 de diciembre de 2023 y entre el 01 de enero y el 31 de diciembre de 2025.,0
250,14.0,7.0,209.0,3824.25,727,-22,11655512400.0,123.7,CP-EMEC2020-002-PROD01,La Empresa Municipal de energía Eléctrica S.A E.S.P está interesada en recibir ofertas de suministro de energía eléctrica para atender su mercado regulado para el periodo comprendido entre el 1 de Marzo de 2021 hasta el 31 de diciembre de 2022.,0
251,14.0,7.0,209.0,3465.76,727,-22,11655512400.0,123.7,CP-EMEC2020-002-PROD01,La Empresa Municipal de energía Eléctrica S.A E.S.P está interesada en recibir ofertas de suministro de energía eléctrica para atender su mercado regulado para el periodo comprendido entre el 1 de Marzo de 2021 hasta el 31 de diciembre de 2022.,0
252,993.69,993.69,193.26,3481.44,730,1068,5835522400.0,123.27,CP-EPSC2020-002-PROD02,Compra de energía con destino al mercado regulado de Celsia Colombia S.A.E.S.P. para el periodo 1 de enero de 2024 al 31 de diciembre de 2025,-1
253,488.11,177.47,221.43,3611.44,2188,-210,12971922100.0,124.42,CP-CSSC2020-002-PROD01,AIR-E S.A.S E.S.P solicita suministro de la energía eléctrica que AIR-E requiere para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 01 de marzo de 2021 al 31 de diciembre de 2026.,0
254,152.39,51.88,237.4,3611.44,2188,-210,12971922100.0,124.42,CP-CSSC2020-002-PROD03,AIR-E S.A.S E.S.P solicita suministro de la energía eléctrica que AIR-E requiere para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 01 de marzo de 2021 al 31 de diciembre de 2026.,0
255,1081.17,59.98,235.0,3611.44,2188,-210,12971922100.0,124.42,CP-CSSC2020-002-PROD04,AIR-E S.A.S E.S.P solicita suministro de la energía eléctrica que AIR-E requiere para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 01 de marzo de 2021 al 31 de diciembre de 2026.,0
256,31.45,31.45,219.81,3649.9,2187,-11,12910292100.0,124.42,CP-EDQC2020-001-PROD01,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período del 01 de abril de 2021 al 31 de diciembre de 2026.",0
257,116.63,116.63,199.51,3649.9,2187,-11,12910292100.0,124.42,CP-EDQC2020-001-PROD04,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período del 01 de abril de 2021 al 31 de diciembre de 2026.",0
258,174.8,174.8,195.3,3649.9,2187,-11,12910292100.0,124.42,CP-EDQC2020-001-PROD05,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período del 01 de abril de 2021 al 31 de diciembre de 2026.",0
259,175.82,175.82,191.73,3649.9,2187,-11,12910292100.0,124.42,CP-EDQC2020-001-PROD06,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período del 01 de abril de 2021 al 31 de diciembre de 2026.",0
260,3776.0,459.0,233.99,3639.95,1825,153,12719178900.0,124.42,CP-CDSC2020-003-PROD01,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de enero de 2022 y el 31 de diciembre de 2026, para atender su mercado regulado.",0
261,1468.0,1468.0,200.23,3639.95,1825,153,12719178900.0,124.42,CP-CDSC2020-003-PROD03,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de enero de 2022 y el 31 de diciembre de 2026, para atender su mercado regulado.",0
262,454.0,454.0,192.5,3639.95,1825,153,12719178900.0,124.42,CP-CDSC2020-003-PROD04,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de enero de 2022 y el 31 de diciembre de 2026, para atender su mercado regulado.",0
263,1874.0,1874.0,190.99,3639.95,1825,153,12719178900.0,124.42,CP-CDSC2020-003-PROD05,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de enero de 2022 y el 31 de diciembre de 2026, para atender su mercado regulado.",0
264,62.67,34.43,222.94,3763.82,1458,4,6485835200.0,122.5,CP-CDNC2020-003-PROD01,CEDENAR S.A. E.S.P. esta interesado en recibir ofertas para comprar energía eléctrica con el fin de atender la demanda de su mercado regulado actual y potencial para el periodo comprendido entre el 01 de Marzo de 2021 a 31 de Diciembre de 2024.,0
265,164.34,70.01,197.16,3763.82,1458,4,6485835200.0,122.5,CP-CDNC2020-003-PROD04,CEDENAR S.A. E.S.P. esta interesado en recibir ofertas para comprar energía eléctrica con el fin de atender la demanda de su mercado regulado actual y potencial para el periodo comprendido entre el 01 de Marzo de 2021 a 31 de Diciembre de 2024.,0
266,139.85,103.49,220.45,3881.8,1825,81,6713056900.0,122.34,CP-DLRC2020-003-PROD01,DICELER S.A. E.S.P. abre la Convocatoria Pública para la adjudicación de la compra de energía según descripción de los productos a contratar para el periodo comprendido entre el 1 de enero 2021 al 31 diciembre 2025.,0
267,235.0,59.87,233.18,3810.23,1823,6,11454777300.0,123.7,CP-EMIC2020-002-PROD01,Demanda del mercado regulado atendida por EMCALI EICE ESP en los períodos del 1 de marzo al 31 de diciembre de 2021 y del 1 de enero del 2023 al 31 de diciembre del 2025.,0
268,353.39,215.4,210.02,3810.23,1823,6,11454777300.0,123.7,CP-EMIC2020-002-PROD05,Demanda del mercado regulado atendida por EMCALI EICE ESP en los períodos del 1 de marzo al 31 de diciembre de 2021 y del 1 de enero del 2023 al 31 de diciembre del 2025.,0
269,540.45,540.45,204.34,3810.23,1823,6,11454777300.0,123.7,CP-EMIC2020-002-PROD07,Demanda del mercado regulado atendida por EMCALI EICE ESP en los períodos del 1 de marzo al 31 de diciembre de 2021 y del 1 de enero del 2023 al 31 de diciembre del 2025.,0
270,215.28,215.28,204.82,3782.66,1824,16,11517594200.0,123.7,CP-EDPC2020-002-PROD01,DISPAC solicita propuestas para contratar el suministro de energía y potencia eléctrica para atender su mercado regulado durante la vigencia de tiempo comprendida entre las 00:00 horas del primero (01) de febrero del 2021 y las 24:00 horas del treinta y uno (31) de diciembre de 2025,0
271,637.49,318.75,207.69,3782.66,1824,16,11517594200.0,123.7,CP-EDPC2020-002-PROD02,DISPAC solicita propuestas para contratar el suministro de energía y potencia eléctrica para atender su mercado regulado durante la vigencia de tiempo comprendida entre las 00:00 horas del primero (01) de febrero del 2021 y las 24:00 horas del treinta y uno (31) de diciembre de 2025,0
272,176.57,175.48,222.43,3784.51,1458,19,11497870100.0,123.7,CP-CNSC2020-002-PROD01,Suministro de energía y potencia Mercado Regulado para el periodo 01 de marzo de 2021 al 31 de diciembre de 2024,0
273,354.25,100.0,234.98,3784.51,1458,19,11497870100.0,123.7,CP-CNSC2020-002-PROD02,Suministro de energía y potencia Mercado Regulado para el periodo 01 de marzo de 2021 al 31 de diciembre de 2024,0
274,715.44,346.29,222.43,3784.51,1458,19,11497870100.0,123.7,CP-CNSC2020-002-PROD03,Suministro de energía y potencia Mercado Regulado para el periodo 01 de marzo de 2021 al 31 de diciembre de 2024,0
275,788.24,485.93,205.47,3784.51,1458,19,11497870100.0,123.7,CP-CNSC2020-002-PROD04,Suministro de energía y potencia Mercado Regulado para el periodo 01 de marzo de 2021 al 31 de diciembre de 2024,0
276,38.33,19.16,198.33,3784.51,1458,19,11497870100.0,123.7,CP-CNSC2020-002-PROD06,Suministro de energía y potencia Mercado Regulado para el periodo 01 de marzo de 2021 al 31 de diciembre de 2024,0
277,38.43,19.22,198.33,3784.51,1458,19,11497870100.0,123.7,CP-CNSC2020-002-PROD07,Suministro de energía y potencia Mercado Regulado para el periodo 01 de marzo de 2021 al 31 de diciembre de 2024,0
278,141.0,70.5,220.04,3846.48,1460,324,11556592300.0,123.7,CP-EEPC2020-004-PROD01,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de enero del año 2021 al 31 de diciembre del año 2024, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado.",0
279,48.14,14.44,211.05,3846.48,1460,324,11556592300.0,123.7,CP-EEPC2020-004-PROD02,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de enero del año 2021 al 31 de diciembre del año 2024, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado.",0
