,Productos,Cantidad de energía demandada GWh,Cantidad de energía adjudicada GWh,Precio promedio ponderado adjudicado ($/KWh),periodo_inicio,periodo_fin,descripcion,union,CodigoConvocatoria,CodigoSicAgente,NombreAgenteComprador,FechaPublicacionAviso,PeriodoAContratar,FechaInicio,FechaFin,DuracionDias,meses,FechaPliegosParaConsulta,FechaPliegosDefinitivos,FechaLimiteRecepcionOfertas,AudienciaPublica,FechaMaximaFormalizacionContratos,Estado,TipoMercado,ExclusivaFNCER,FechaSuspension,FechaReactivacion,FechaCancelacion,FechaCierreConvocatoria
592,CP-CEOC2022-002-PROD04,,,,01/01/2023,31/12/2027,"CEO invita a los interesados a presentar Oferta Mercantil para atender el suministro de energía del Mercado Regulado, para el período 1 enero 2023 al 31 diciembre 2027, según los términos y condiciones descritos en la presente convocatoria pública y especialmente en los productos definidos.",CP-CEOC2022-002/CEO S.A.S E.S.P./CEOC/01%2F01%2F2023/31%2F12%2F2027/false/Regulado,CP-CEOC2022-002,CEOC,CEO S.A.S E.S.P.,21/01/2022,01/01/2023 al 31/12/2027,01/01/2023,31/12/2027,1825.0,60.0,25/01/2022,15/02/2022,17/03/2022,31/03/2022,25/04/2022,Cerrada y adjudicada,Regulado,NO,,,,04/05/2022
593,CP-CEOC2022-002-PROD05,,,,01/01/2023,31/12/2027,"CEO invita a los interesados a presentar Oferta Mercantil para atender el suministro de energía del Mercado Regulado, para el período 1 enero 2023 al 31 diciembre 2027, según los términos y condiciones descritos en la presente convocatoria pública y especialmente en los productos definidos.",CP-CEOC2022-002/CEO S.A.S E.S.P./CEOC/01%2F01%2F2023/31%2F12%2F2027/false/Regulado,CP-CEOC2022-002,CEOC,CEO S.A.S E.S.P.,21/01/2022,01/01/2023 al 31/12/2027,01/01/2023,31/12/2027,1825.0,60.0,25/01/2022,15/02/2022,17/03/2022,31/03/2022,25/04/2022,Cerrada y adjudicada,Regulado,NO,,,,04/05/2022
594,CP-CEOC2022-002-PROD06,212.76,159.51,244.1,01/01/2023,31/12/2027,"CEO invita a los interesados a presentar Oferta Mercantil para atender el suministro de energía del Mercado Regulado, para el período 1 enero 2023 al 31 diciembre 2027, según los términos y condiciones descritos en la presente convocatoria pública y especialmente en los productos definidos.",CP-CEOC2022-002/CEO S.A.S E.S.P./CEOC/01%2F01%2F2023/31%2F12%2F2027/false/Regulado,CP-CEOC2022-002,CEOC,CEO S.A.S E.S.P.,21/01/2022,01/01/2023 al 31/12/2027,01/01/2023,31/12/2027,1825.0,60.0,25/01/2022,15/02/2022,17/03/2022,31/03/2022,25/04/2022,Cerrada y adjudicada,Regulado,NO,,,,04/05/2022
595,CP-CEOC2022-002-PROD07,210.61,210.61,229.95,01/01/2023,31/12/2027,"CEO invita a los interesados a presentar Oferta Mercantil para atender el suministro de energía del Mercado Regulado, para el período 1 enero 2023 al 31 diciembre 2027, según los términos y condiciones descritos en la presente convocatoria pública y especialmente en los productos definidos.",CP-CEOC2022-002/CEO S.A.S E.S.P./CEOC/01%2F01%2F2023/31%2F12%2F2027/false/Regulado,CP-CEOC2022-002,CEOC,CEO S.A.S E.S.P.,21/01/2022,01/01/2023 al 31/12/2027,01/01/2023,31/12/2027,1825.0,60.0,25/01/2022,15/02/2022,17/03/2022,31/03/2022,25/04/2022,Cerrada y adjudicada,Regulado,NO,,,,04/05/2022
596,CP-CEOC2022-002-PROD08,214.07,214.07,216.58,01/01/2023,31/12/2027,"CEO invita a los interesados a presentar Oferta Mercantil para atender el suministro de energía del Mercado Regulado, para el período 1 enero 2023 al 31 diciembre 2027, según los términos y condiciones descritos en la presente convocatoria pública y especialmente en los productos definidos.",CP-CEOC2022-002/CEO S.A.S E.S.P./CEOC/01%2F01%2F2023/31%2F12%2F2027/false/Regulado,CP-CEOC2022-002,CEOC,CEO S.A.S E.S.P.,21/01/2022,01/01/2023 al 31/12/2027,01/01/2023,31/12/2027,1825.0,60.0,25/01/2022,15/02/2022,17/03/2022,31/03/2022,25/04/2022,Cerrada y adjudicada,Regulado,NO,,,,04/05/2022
597,CP-CEOC2022-002-PROD09,217.59,217.59,208.98,01/01/2023,31/12/2027,"CEO invita a los interesados a presentar Oferta Mercantil para atender el suministro de energía del Mercado Regulado, para el período 1 enero 2023 al 31 diciembre 2027, según los términos y condiciones descritos en la presente convocatoria pública y especialmente en los productos definidos.",CP-CEOC2022-002/CEO S.A.S E.S.P./CEOC/01%2F01%2F2023/31%2F12%2F2027/false/Regulado,CP-CEOC2022-002,CEOC,CEO S.A.S E.S.P.,21/01/2022,01/01/2023 al 31/12/2027,01/01/2023,31/12/2027,1825.0,60.0,25/01/2022,15/02/2022,17/03/2022,31/03/2022,25/04/2022,Cerrada y adjudicada,Regulado,NO,,,,04/05/2022
598,CP-CQTC2022-001-PROD01,50.14,0.0,0.0,01/05/2022,31/12/2030,"COMPRA DEL SUMINISTRO DE ENERGÍA Y POTENCIA ELÉCTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETÁ SA ESP PARA EL PERÍODO COMPRENDIDO ENTRE EL 1 DE MAYO HASTA EL 31 DE DICIEMBRE DEL AÑO 2023, DEL 1 DE ENERO HASTA EL 31 DE DICIEMBRE DEL AÑO 2026 Y DEL 1 DE ENERO DEL 2028 HASTA EL 31 DE DICIEMBRE DEL 2030.",CP-CQTC2022-001/ELECTROCAQUETA/CQTC/01%2F05%2F2022/31%2F12%2F2030/false/Regulado,CP-CQTC2022-001,CQTC,ELECTROCAQUETA,17/01/2022,01/05/2022 al 31/12/2030,01/05/2022,31/12/2030,3166.0,104.08767123287672,17/01/2022,07/02/2022,07/03/2022,18/03/2022,11/04/2022,Cerrada y adjudicada,Regulado,NO,,,,20/04/2022
599,CP-CQTC2022-001-PROD02,62.36,0.0,0.0,01/05/2022,31/12/2030,"COMPRA DEL SUMINISTRO DE ENERGÍA Y POTENCIA ELÉCTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETÁ SA ESP PARA EL PERÍODO COMPRENDIDO ENTRE EL 1 DE MAYO HASTA EL 31 DE DICIEMBRE DEL AÑO 2023, DEL 1 DE ENERO HASTA EL 31 DE DICIEMBRE DEL AÑO 2026 Y DEL 1 DE ENERO DEL 2028 HASTA EL 31 DE DICIEMBRE DEL 2030.",CP-CQTC2022-001/ELECTROCAQUETA/CQTC/01%2F05%2F2022/31%2F12%2F2030/false/Regulado,CP-CQTC2022-001,CQTC,ELECTROCAQUETA,17/01/2022,01/05/2022 al 31/12/2030,01/05/2022,31/12/2030,3166.0,104.08767123287672,17/01/2022,07/02/2022,07/03/2022,18/03/2022,11/04/2022,Cerrada y adjudicada,Regulado,NO,,,,20/04/2022
600,CP-CQTC2022-001-PROD03,129.62,129.62,227.57,01/05/2022,31/12/2030,"COMPRA DEL SUMINISTRO DE ENERGÍA Y POTENCIA ELÉCTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETÁ SA ESP PARA EL PERÍODO COMPRENDIDO ENTRE EL 1 DE MAYO HASTA EL 31 DE DICIEMBRE DEL AÑO 2023, DEL 1 DE ENERO HASTA EL 31 DE DICIEMBRE DEL AÑO 2026 Y DEL 1 DE ENERO DEL 2028 HASTA EL 31 DE DICIEMBRE DEL 2030.",CP-CQTC2022-001/ELECTROCAQUETA/CQTC/01%2F05%2F2022/31%2F12%2F2030/false/Regulado,CP-CQTC2022-001,CQTC,ELECTROCAQUETA,17/01/2022,01/05/2022 al 31/12/2030,01/05/2022,31/12/2030,3166.0,104.08767123287672,17/01/2022,07/02/2022,07/03/2022,18/03/2022,11/04/2022,Cerrada y adjudicada,Regulado,NO,,,,20/04/2022
601,CP-CQTC2022-001-PROD04,127.94,127.94,217.33,01/05/2022,31/12/2030,"COMPRA DEL SUMINISTRO DE ENERGÍA Y POTENCIA ELÉCTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETÁ SA ESP PARA EL PERÍODO COMPRENDIDO ENTRE EL 1 DE MAYO HASTA EL 31 DE DICIEMBRE DEL AÑO 2023, DEL 1 DE ENERO HASTA EL 31 DE DICIEMBRE DEL AÑO 2026 Y DEL 1 DE ENERO DEL 2028 HASTA EL 31 DE DICIEMBRE DEL 2030.",CP-CQTC2022-001/ELECTROCAQUETA/CQTC/01%2F05%2F2022/31%2F12%2F2030/false/Regulado,CP-CQTC2022-001,CQTC,ELECTROCAQUETA,17/01/2022,01/05/2022 al 31/12/2030,01/05/2022,31/12/2030,3166.0,104.08767123287672,17/01/2022,07/02/2022,07/03/2022,18/03/2022,11/04/2022,Cerrada y adjudicada,Regulado,NO,,,,20/04/2022
602,CP-CQTC2022-001-PROD05,126.88,126.88,216.45,01/05/2022,31/12/2030,"COMPRA DEL SUMINISTRO DE ENERGÍA Y POTENCIA ELÉCTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETÁ SA ESP PARA EL PERÍODO COMPRENDIDO ENTRE EL 1 DE MAYO HASTA EL 31 DE DICIEMBRE DEL AÑO 2023, DEL 1 DE ENERO HASTA EL 31 DE DICIEMBRE DEL AÑO 2026 Y DEL 1 DE ENERO DEL 2028 HASTA EL 31 DE DICIEMBRE DEL 2030.",CP-CQTC2022-001/ELECTROCAQUETA/CQTC/01%2F05%2F2022/31%2F12%2F2030/false/Regulado,CP-CQTC2022-001,CQTC,ELECTROCAQUETA,17/01/2022,01/05/2022 al 31/12/2030,01/05/2022,31/12/2030,3166.0,104.08767123287672,17/01/2022,07/02/2022,07/03/2022,18/03/2022,11/04/2022,Cerrada y adjudicada,Regulado,NO,,,,20/04/2022
603,CP-CQTC2022-001-PROD06,126.66,126.66,215.98,01/05/2022,31/12/2030,"COMPRA DEL SUMINISTRO DE ENERGÍA Y POTENCIA ELÉCTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETÁ SA ESP PARA EL PERÍODO COMPRENDIDO ENTRE EL 1 DE MAYO HASTA EL 31 DE DICIEMBRE DEL AÑO 2023, DEL 1 DE ENERO HASTA EL 31 DE DICIEMBRE DEL AÑO 2026 Y DEL 1 DE ENERO DEL 2028 HASTA EL 31 DE DICIEMBRE DEL 2030.",CP-CQTC2022-001/ELECTROCAQUETA/CQTC/01%2F05%2F2022/31%2F12%2F2030/false/Regulado,CP-CQTC2022-001,CQTC,ELECTROCAQUETA,17/01/2022,01/05/2022 al 31/12/2030,01/05/2022,31/12/2030,3166.0,104.08767123287672,17/01/2022,07/02/2022,07/03/2022,18/03/2022,11/04/2022,Cerrada y adjudicada,Regulado,NO,,,,20/04/2022
604,CP-NEUC2022-002-PROD01,48.3,18.15,259.0,01/05/2022,31/12/2024,NEU ENERGY S.A.S. E.S.P. mediante la presente convocatoria está interesado en contratar el suministro de la energía eléctrica para atender parte de su mercado regulado para el período comprendido entre el 1 de mayo de 2022 y el 31 de diciembre de 2024,CP-NEUC2022-002/NEU/NEUC/01%2F05%2F2022/31%2F12%2F2024/false/Regulado,CP-NEUC2022-002,NEUC,NEU,13/01/2022,01/05/2022 al 31/12/2024,01/05/2022,31/12/2024,975.0,32.054794520547944,14/01/2022,20/01/2022,17/02/2022,02/03/2022,24/03/2022,Cerrada y adjudicada,Regulado,NO,,,,11/04/2022
605,CP-NEUC2022-002-PROD02,72.0,18.49,253.0,01/05/2022,31/12/2024,NEU ENERGY S.A.S. E.S.P. mediante la presente convocatoria está interesado en contratar el suministro de la energía eléctrica para atender parte de su mercado regulado para el período comprendido entre el 1 de mayo de 2022 y el 31 de diciembre de 2024,CP-NEUC2022-002/NEU/NEUC/01%2F05%2F2022/31%2F12%2F2024/false/Regulado,CP-NEUC2022-002,NEUC,NEU,13/01/2022,01/05/2022 al 31/12/2024,01/05/2022,31/12/2024,975.0,32.054794520547944,14/01/2022,20/01/2022,17/02/2022,02/03/2022,24/03/2022,Cerrada y adjudicada,Regulado,NO,,,,11/04/2022
606,CP-NEUC2022-002-PROD03,72.2,72.2,247.38,01/05/2022,31/12/2024,NEU ENERGY S.A.S. E.S.P. mediante la presente convocatoria está interesado en contratar el suministro de la energía eléctrica para atender parte de su mercado regulado para el período comprendido entre el 1 de mayo de 2022 y el 31 de diciembre de 2024,CP-NEUC2022-002/NEU/NEUC/01%2F05%2F2022/31%2F12%2F2024/false/Regulado,CP-NEUC2022-002,NEUC,NEU,13/01/2022,01/05/2022 al 31/12/2024,01/05/2022,31/12/2024,975.0,32.054794520547944,14/01/2022,20/01/2022,17/02/2022,02/03/2022,24/03/2022,Cerrada y adjudicada,Regulado,NO,,,,11/04/2022
607,CP-CEOC2022-001-PROD01,568.05,424.23,210.14,01/05/2022,30/04/2032,"CEO de acuerdo con la Ley 1955 de 2019 en su art. 296, reglamentada a través de la Res. 4-0715 de 2019 del MME, está interesada en recibir Ofertas para la contratación del suministro de energía eléctrica, proveniente de fuentes no convencionales de energía renovable, con destino a atender la demanda regulada.",CP-CEOC2022-001/CEO S.A.S E.S.P./CEOC/01%2F05%2F2022/30%2F04%2F2032/false/Regulado,CP-CEOC2022-001,CEOC,CEO S.A.S E.S.P.,04/01/2022,01/05/2022 al 30/04/2032,01/05/2022,30/04/2032,3652.0,120.06575342465753,07/01/2022,28/01/2022,25/02/2022,10/03/2022,01/04/2022,Cerrada y adjudicada,Regulado,NO,,,,26/04/2022
608,CP-CNSC2021-004-PROD01,,,,01/05/2022,31/12/2037,"Producto 1: Mayo 2022 - Diciembre 2037, Producto 2: Mayo - Diciembre 2022 y Producto 3: Enero - Diciembre 2025",CP-CNSC2021-004/CENS/CNSC/01%2F05%2F2022/31%2F12%2F2037/false/Regulado,CP-CNSC2021-004,CNSC,CENS,29/12/2021,01/05/2022 al 31/12/2037,01/05/2022,31/12/2037,5723.0,188.15342465753426,30/12/2021,02/02/2022,02/03/2022,13/03/2022,01/04/2022,Cerrada y adjudicada,Regulado,NO,20/01/2022,,,25/04/2022
609,CP-CNSC2021-004-PROD02,,,,01/05/2022,31/12/2037,"Producto 1: Mayo 2022 - Diciembre 2037, Producto 2: Mayo - Diciembre 2022 y Producto 3: Enero - Diciembre 2025",CP-CNSC2021-004/CENS/CNSC/01%2F05%2F2022/31%2F12%2F2037/false/Regulado,CP-CNSC2021-004,CNSC,CENS,29/12/2021,01/05/2022 al 31/12/2037,01/05/2022,31/12/2037,5723.0,188.15342465753426,30/12/2021,02/02/2022,02/03/2022,13/03/2022,01/04/2022,Cerrada y adjudicada,Regulado,NO,20/01/2022,,,25/04/2022
610,CP-CNSC2021-004-PROD03,1006.46,659.73,237.53,01/05/2022,31/12/2037,"Producto 1: Mayo 2022 - Diciembre 2037, Producto 2: Mayo - Diciembre 2022 y Producto 3: Enero - Diciembre 2025",CP-CNSC2021-004/CENS/CNSC/01%2F05%2F2022/31%2F12%2F2037/false/Regulado,CP-CNSC2021-004,CNSC,CENS,29/12/2021,01/05/2022 al 31/12/2037,01/05/2022,31/12/2037,5723.0,188.15342465753426,30/12/2021,02/02/2022,02/03/2022,13/03/2022,01/04/2022,Cerrada y adjudicada,Regulado,NO,20/01/2022,,,25/04/2022
611,CP-CDSC2021-003-PROD01,,,,01/04/2022,31/12/2036,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de abril de 2022 y el 31 de diciembre de 2026, para atender su mercado regulado.",CP-CDSC2021-003/CODENSA/CDSC/01%2F04%2F2022/31%2F12%2F2036/false/Regulado,CP-CDSC2021-003,CDSC,CODENSA,25/12/2021,01/04/2022 al 31/12/2036,01/04/2022,31/12/2036,5388.0,177.13972602739727,29/12/2021,20/01/2022,17/02/2022,02/03/2022,15/03/2022,Cerrada y adjudicada,Regulado,NO,,,,23/03/2022
612,CP-CDSC2021-003-PROD02,1351.0,379.0,247.98,01/04/2022,31/12/2036,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de abril de 2022 y el 31 de diciembre de 2026, para atender su mercado regulado.",CP-CDSC2021-003/CODENSA/CDSC/01%2F04%2F2022/31%2F12%2F2036/false/Regulado,CP-CDSC2021-003,CDSC,CODENSA,25/12/2021,01/04/2022 al 31/12/2036,01/04/2022,31/12/2036,5388.0,177.13972602739727,29/12/2021,20/01/2022,17/02/2022,02/03/2022,15/03/2022,Cerrada y adjudicada,Regulado,NO,,,,23/03/2022
613,CP-CDSC2021-003-PROD03,,,,01/04/2022,31/12/2036,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de abril de 2022 y el 31 de diciembre de 2026, para atender su mercado regulado.",CP-CDSC2021-003/CODENSA/CDSC/01%2F04%2F2022/31%2F12%2F2036/false/Regulado,CP-CDSC2021-003,CDSC,CODENSA,25/12/2021,01/04/2022 al 31/12/2036,01/04/2022,31/12/2036,5388.0,177.13972602739727,29/12/2021,20/01/2022,17/02/2022,02/03/2022,15/03/2022,Cerrada y adjudicada,Regulado,NO,,,,23/03/2022
614,CP-CDSC2021-003-PROD04,,,,01/04/2022,31/12/2036,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de abril de 2022 y el 31 de diciembre de 2026, para atender su mercado regulado.",CP-CDSC2021-003/CODENSA/CDSC/01%2F04%2F2022/31%2F12%2F2036/false/Regulado,CP-CDSC2021-003,CDSC,CODENSA,25/12/2021,01/04/2022 al 31/12/2036,01/04/2022,31/12/2036,5388.0,177.13972602739727,29/12/2021,20/01/2022,17/02/2022,02/03/2022,15/03/2022,Cerrada y adjudicada,Regulado,NO,,,,23/03/2022
615,CP-EDQC2021-003-PROD01,55.99,0.0,0.0,01/05/2022,31/12/2027,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período comprendido entre el 01 de mayo de 2022 y el 31 de diciembre de 2027.",CP-EDQC2021-003/EDEQ/EDQC/01%2F05%2F2022/31%2F12%2F2027/false/Regulado,CP-EDQC2021-003,EDQC,EDEQ,22/12/2021,01/05/2022 al 31/12/2027,01/05/2022,31/12/2027,2070.0,68.05479452054794,23/12/2021,14/01/2022,11/02/2022,24/02/2022,17/03/2022,Cerrada y adjudicada,Regulado,NO,,,,28/03/2022
616,CP-EDQC2021-003-PROD02,55.99,0.0,0.0,01/05/2022,31/12/2027,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período comprendido entre el 01 de mayo de 2022 y el 31 de diciembre de 2027.",CP-EDQC2021-003/EDEQ/EDQC/01%2F05%2F2022/31%2F12%2F2027/false/Regulado,CP-EDQC2021-003,EDQC,EDEQ,22/12/2021,01/05/2022 al 31/12/2027,01/05/2022,31/12/2027,2070.0,68.05479452054794,23/12/2021,14/01/2022,11/02/2022,24/02/2022,17/03/2022,Cerrada y adjudicada,Regulado,NO,,,,28/03/2022
617,CP-EDQC2021-003-PROD03,104.98,27.54,249.67,01/05/2022,31/12/2027,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período comprendido entre el 01 de mayo de 2022 y el 31 de diciembre de 2027.",CP-EDQC2021-003/EDEQ/EDQC/01%2F05%2F2022/31%2F12%2F2027/false/Regulado,CP-EDQC2021-003,EDQC,EDEQ,22/12/2021,01/05/2022 al 31/12/2027,01/05/2022,31/12/2027,2070.0,68.05479452054794,23/12/2021,14/01/2022,11/02/2022,24/02/2022,17/03/2022,Cerrada y adjudicada,Regulado,NO,,,,28/03/2022
618,CP-EDQC2021-003-PROD04,104.97,18.31,254.5,01/05/2022,31/12/2027,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período comprendido entre el 01 de mayo de 2022 y el 31 de diciembre de 2027.",CP-EDQC2021-003/EDEQ/EDQC/01%2F05%2F2022/31%2F12%2F2027/false/Regulado,CP-EDQC2021-003,EDQC,EDEQ,22/12/2021,01/05/2022 al 31/12/2027,01/05/2022,31/12/2027,2070.0,68.05479452054794,23/12/2021,14/01/2022,11/02/2022,24/02/2022,17/03/2022,Cerrada y adjudicada,Regulado,NO,,,,28/03/2022
619,CP-EDQC2021-003-PROD05,68.99,0.0,0.0,01/05/2022,31/12/2027,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período comprendido entre el 01 de mayo de 2022 y el 31 de diciembre de 2027.",CP-EDQC2021-003/EDEQ/EDQC/01%2F05%2F2022/31%2F12%2F2027/false/Regulado,CP-EDQC2021-003,EDQC,EDEQ,22/12/2021,01/05/2022 al 31/12/2027,01/05/2022,31/12/2027,2070.0,68.05479452054794,23/12/2021,14/01/2022,11/02/2022,24/02/2022,17/03/2022,Cerrada y adjudicada,Regulado,NO,,,,28/03/2022
620,CP-EDQC2021-003-PROD06,266.79,266.79,230.75,01/05/2022,31/12/2027,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período comprendido entre el 01 de mayo de 2022 y el 31 de diciembre de 2027.",CP-EDQC2021-003/EDEQ/EDQC/01%2F05%2F2022/31%2F12%2F2027/false/Regulado,CP-EDQC2021-003,EDQC,EDEQ,22/12/2021,01/05/2022 al 31/12/2027,01/05/2022,31/12/2027,2070.0,68.05479452054794,23/12/2021,14/01/2022,11/02/2022,24/02/2022,17/03/2022,Cerrada y adjudicada,Regulado,NO,,,,28/03/2022
621,CP-CSSC2021-005-PROD01,2842.71,959.42,234.39,03/03/2022,31/03/2032,Se invita a las empresas interesadas en presentar propuestas para el suministro de la energía eléctrica que Air-e requiere para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 03 de marzo de 2022 al 31 de marzo de 2032.,CP-CSSC2021-005/Air-e/CSSC/03%2F03%2F2022/31%2F03%2F2032/false/Regulado,CP-CSSC2021-005,CSSC,Air-e,21/12/2021,03/03/2022 al 31/03/2032,03/03/2022,31/03/2032,3681.0,121.01917808219179,21/12/2021,31/12/2021,31/01/2022,11/02/2022,21/02/2022,Cerrada y adjudicada,Regulado,NO,,,,08/03/2022
622,CP-CSSC2021-005-PROD02,39.84,0.0,0.0,03/03/2022,31/03/2032,Se invita a las empresas interesadas en presentar propuestas para el suministro de la energía eléctrica que Air-e requiere para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 03 de marzo de 2022 al 31 de marzo de 2032.,CP-CSSC2021-005/Air-e/CSSC/03%2F03%2F2022/31%2F03%2F2032/false/Regulado,CP-CSSC2021-005,CSSC,Air-e,21/12/2021,03/03/2022 al 31/03/2032,03/03/2022,31/03/2032,3681.0,121.01917808219179,21/12/2021,31/12/2021,31/01/2022,11/02/2022,21/02/2022,Cerrada y adjudicada,Regulado,NO,,,,08/03/2022
623,CP-CSSC2021-005-PROD03,8784.0,0.0,0.0,03/03/2022,31/03/2032,Se invita a las empresas interesadas en presentar propuestas para el suministro de la energía eléctrica que Air-e requiere para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 03 de marzo de 2022 al 31 de marzo de 2032.,CP-CSSC2021-005/Air-e/CSSC/03%2F03%2F2022/31%2F03%2F2032/false/Regulado,CP-CSSC2021-005,CSSC,Air-e,21/12/2021,03/03/2022 al 31/03/2032,03/03/2022,31/03/2032,3681.0,121.01917808219179,21/12/2021,31/12/2021,31/01/2022,11/02/2022,21/02/2022,Cerrada y adjudicada,Regulado,NO,,,,08/03/2022
624,CP-HLAC2021-003-PROD01,1276.1,984.05,230.98,01/03/2022,31/12/2031,Suministro de energía y potencia asociada con destino al mercado regulado de ELECTROHUILA S.A. E.S.P. para el periodo comprendido entre enero 01 de marzo de 2022 al 31 de diciembre de 2031.,CP-HLAC2021-003/ELECTROHUILA/HLAC/01%2F03%2F2022/31%2F12%2F2031/false/Regulado,CP-HLAC2021-003,HLAC,ELECTROHUILA,09/12/2021,01/03/2022 al 31/12/2031,01/03/2022,31/12/2031,3592.0,118.0931506849315,09/12/2021,24/12/2021,24/01/2022,04/02/2022,25/02/2022,Cerrada y adjudicada,Regulado,NO,,,,28/02/2022
625,CP-HLAC2021-003-PROD02,988.37,823.59,213.59,01/03/2022,31/12/2031,Suministro de energía y potencia asociada con destino al mercado regulado de ELECTROHUILA S.A. E.S.P. para el periodo comprendido entre enero 01 de marzo de 2022 al 31 de diciembre de 2031.,CP-HLAC2021-003/ELECTROHUILA/HLAC/01%2F03%2F2022/31%2F12%2F2031/false/Regulado,CP-HLAC2021-003,HLAC,ELECTROHUILA,09/12/2021,01/03/2022 al 31/12/2031,01/03/2022,31/12/2031,3592.0,118.0931506849315,09/12/2021,24/12/2021,24/01/2022,04/02/2022,25/02/2022,Cerrada y adjudicada,Regulado,NO,,,,28/02/2022
626,CP-HLAC2021-003-PROD03,1607.72,883.9,213.95,01/03/2022,31/12/2031,Suministro de energía y potencia asociada con destino al mercado regulado de ELECTROHUILA S.A. E.S.P. para el periodo comprendido entre enero 01 de marzo de 2022 al 31 de diciembre de 2031.,CP-HLAC2021-003/ELECTROHUILA/HLAC/01%2F03%2F2022/31%2F12%2F2031/false/Regulado,CP-HLAC2021-003,HLAC,ELECTROHUILA,09/12/2021,01/03/2022 al 31/12/2031,01/03/2022,31/12/2031,3592.0,118.0931506849315,09/12/2021,24/12/2021,24/01/2022,04/02/2022,25/02/2022,Cerrada y adjudicada,Regulado,NO,,,,28/02/2022
627,CP-EPTC2021-001-PROD01,501.46,439.71,238.93,01/01/2023,31/12/2029,Suministro de energía y potencia asociada con destino al mercado regulado de la Empresa de Energía del Putumayo S.A. E.S.P. para el periodo comprendido entre enero 01 de 2023 a diciembre 31 de 2029,CP-EPTC2021-001/PUTUMAYO/EPTC/01%2F01%2F2023/31%2F12%2F2029/false/Regulado,CP-EPTC2021-001,EPTC,PUTUMAYO,07/12/2021,01/01/2023 al 31/12/2029,01/01/2023,31/12/2029,2556.0,84.03287671232877,09/12/2021,30/12/2021,28/01/2022,09/02/2022,02/03/2022,Cerrada y adjudicada,Regulado,NO,,,,04/03/2022
628,CP-GNCC2021-005-PROD01,305.31,81.25,246.0,01/02/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de febrero de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.,CP-GNCC2021-005/VATIA/GNCC/01%2F02%2F2022/31%2F12%2F2026/false/Regulado,CP-GNCC2021-005,GNCC,VATIA,11/11/2021,01/02/2022 al 31/12/2026,01/02/2022,31/12/2026,1794.0,58.98082191780822,16/11/2021,01/12/2021,30/12/2021,13/01/2022,02/02/2022,Cerrada y adjudicada,Regulado,NO,,,,04/02/2022
629,CP-GNCC2021-005-PROD02,,,,01/02/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de febrero de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.,CP-GNCC2021-005/VATIA/GNCC/01%2F02%2F2022/31%2F12%2F2026/false/Regulado,CP-GNCC2021-005,GNCC,VATIA,11/11/2021,01/02/2022 al 31/12/2026,01/02/2022,31/12/2026,1794.0,58.98082191780822,16/11/2021,01/12/2021,30/12/2021,13/01/2022,02/02/2022,Cerrada y adjudicada,Regulado,NO,,,,04/02/2022
