,CodigoConvocatoria,CodigoSicAgente,NombreAgenteComprador,FechaPublicacionAviso,PeriodoAContratar,FechaPliegosParaConsulta,FechaPliegosDefinitivos,FechaLimiteRecepcionOfertas,AudienciaPublica,FechaMaximaFormalizacionContratos,Estado,FechaSuspension,FechaReactivacion,FechaCancelacion,FechaCierreConvocatoria,union,tmp,Productos,Cantidad de energía demandada GWh,Cantidad de energía adjudicada GWh,Precio promedio ponderado adjudicado ($/KWh),periodo_inicio,periodo_fin,descripcion
177,CP-CEOC2022-002,CEOC,CEO S.A.S E.S.P.,21/01/2022,01/01/2023 al 31/12/2027,25/01/2022,15/02/2022,17/03/2022,31/03/2022,25/04/2022,Cerrada y adjudicada,,,,04/05/2022,CP-CEOC2022-002/CEO S.A.S E.S.P./CEOC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CEOC2022-002-PROD04,,,,01/01/2023,31/12/2027,"CEO invita a los interesados a presentar Oferta Mercantil para atender el suministro de energía del Mercado Regulado, para el período 1 enero 2023 al 31 diciembre 2027, según los términos y condiciones descritos en la presente convocatoria pública y especialmente en los productos definidos."
178,CP-CEOC2022-002,CEOC,CEO S.A.S E.S.P.,21/01/2022,01/01/2023 al 31/12/2027,25/01/2022,15/02/2022,17/03/2022,31/03/2022,25/04/2022,Cerrada y adjudicada,,,,04/05/2022,CP-CEOC2022-002/CEO S.A.S E.S.P./CEOC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CEOC2022-002-PROD05,,,,01/01/2023,31/12/2027,"CEO invita a los interesados a presentar Oferta Mercantil para atender el suministro de energía del Mercado Regulado, para el período 1 enero 2023 al 31 diciembre 2027, según los términos y condiciones descritos en la presente convocatoria pública y especialmente en los productos definidos."
179,CP-CEOC2022-002,CEOC,CEO S.A.S E.S.P.,21/01/2022,01/01/2023 al 31/12/2027,25/01/2022,15/02/2022,17/03/2022,31/03/2022,25/04/2022,Cerrada y adjudicada,,,,04/05/2022,CP-CEOC2022-002/CEO S.A.S E.S.P./CEOC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CEOC2022-002-PROD06,212.76,159.51,244.1,01/01/2023,31/12/2027,"CEO invita a los interesados a presentar Oferta Mercantil para atender el suministro de energía del Mercado Regulado, para el período 1 enero 2023 al 31 diciembre 2027, según los términos y condiciones descritos en la presente convocatoria pública y especialmente en los productos definidos."
180,CP-CEOC2022-002,CEOC,CEO S.A.S E.S.P.,21/01/2022,01/01/2023 al 31/12/2027,25/01/2022,15/02/2022,17/03/2022,31/03/2022,25/04/2022,Cerrada y adjudicada,,,,04/05/2022,CP-CEOC2022-002/CEO S.A.S E.S.P./CEOC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CEOC2022-002-PROD07,210.61,210.61,229.95,01/01/2023,31/12/2027,"CEO invita a los interesados a presentar Oferta Mercantil para atender el suministro de energía del Mercado Regulado, para el período 1 enero 2023 al 31 diciembre 2027, según los términos y condiciones descritos en la presente convocatoria pública y especialmente en los productos definidos."
181,CP-CEOC2022-002,CEOC,CEO S.A.S E.S.P.,21/01/2022,01/01/2023 al 31/12/2027,25/01/2022,15/02/2022,17/03/2022,31/03/2022,25/04/2022,Cerrada y adjudicada,,,,04/05/2022,CP-CEOC2022-002/CEO S.A.S E.S.P./CEOC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CEOC2022-002-PROD08,214.07,214.07,216.58,01/01/2023,31/12/2027,"CEO invita a los interesados a presentar Oferta Mercantil para atender el suministro de energía del Mercado Regulado, para el período 1 enero 2023 al 31 diciembre 2027, según los términos y condiciones descritos en la presente convocatoria pública y especialmente en los productos definidos."
182,CP-CEOC2022-002,CEOC,CEO S.A.S E.S.P.,21/01/2022,01/01/2023 al 31/12/2027,25/01/2022,15/02/2022,17/03/2022,31/03/2022,25/04/2022,Cerrada y adjudicada,,,,04/05/2022,CP-CEOC2022-002/CEO S.A.S E.S.P./CEOC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CEOC2022-002-PROD09,217.59,217.59,208.98,01/01/2023,31/12/2027,"CEO invita a los interesados a presentar Oferta Mercantil para atender el suministro de energía del Mercado Regulado, para el período 1 enero 2023 al 31 diciembre 2027, según los términos y condiciones descritos en la presente convocatoria pública y especialmente en los productos definidos."
183,CP-CQTC2022-001,CQTC,ELECTROCAQUETA,17/01/2022,01/05/2022 al 31/12/2030,17/01/2022,07/02/2022,07/03/2022,18/03/2022,11/04/2022,Cerrada y adjudicada,,,,20/04/2022,CP-CQTC2022-001/ELECTROCAQUETA/CQTC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CQTC2022-001-PROD01,50.14,0.0,0.0,01/05/2022,31/12/2030,"COMPRA DEL SUMINISTRO DE ENERGÍA Y POTENCIA ELÉCTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETÁ SA ESP PARA EL PERÍODO COMPRENDIDO ENTRE EL 1 DE MAYO HASTA EL 31 DE DICIEMBRE DEL AÑO 2023, DEL 1 DE ENERO HASTA EL 31 DE DICIEMBRE DEL AÑO 2026 Y DEL 1 DE ENERO DEL 2028 HASTA EL 31 DE DICIEMBRE DEL 2030."
184,CP-CQTC2022-001,CQTC,ELECTROCAQUETA,17/01/2022,01/05/2022 al 31/12/2030,17/01/2022,07/02/2022,07/03/2022,18/03/2022,11/04/2022,Cerrada y adjudicada,,,,20/04/2022,CP-CQTC2022-001/ELECTROCAQUETA/CQTC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CQTC2022-001-PROD02,62.36,0.0,0.0,01/05/2022,31/12/2030,"COMPRA DEL SUMINISTRO DE ENERGÍA Y POTENCIA ELÉCTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETÁ SA ESP PARA EL PERÍODO COMPRENDIDO ENTRE EL 1 DE MAYO HASTA EL 31 DE DICIEMBRE DEL AÑO 2023, DEL 1 DE ENERO HASTA EL 31 DE DICIEMBRE DEL AÑO 2026 Y DEL 1 DE ENERO DEL 2028 HASTA EL 31 DE DICIEMBRE DEL 2030."
185,CP-CQTC2022-001,CQTC,ELECTROCAQUETA,17/01/2022,01/05/2022 al 31/12/2030,17/01/2022,07/02/2022,07/03/2022,18/03/2022,11/04/2022,Cerrada y adjudicada,,,,20/04/2022,CP-CQTC2022-001/ELECTROCAQUETA/CQTC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CQTC2022-001-PROD03,129.62,129.62,227.57,01/05/2022,31/12/2030,"COMPRA DEL SUMINISTRO DE ENERGÍA Y POTENCIA ELÉCTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETÁ SA ESP PARA EL PERÍODO COMPRENDIDO ENTRE EL 1 DE MAYO HASTA EL 31 DE DICIEMBRE DEL AÑO 2023, DEL 1 DE ENERO HASTA EL 31 DE DICIEMBRE DEL AÑO 2026 Y DEL 1 DE ENERO DEL 2028 HASTA EL 31 DE DICIEMBRE DEL 2030."
186,CP-CQTC2022-001,CQTC,ELECTROCAQUETA,17/01/2022,01/05/2022 al 31/12/2030,17/01/2022,07/02/2022,07/03/2022,18/03/2022,11/04/2022,Cerrada y adjudicada,,,,20/04/2022,CP-CQTC2022-001/ELECTROCAQUETA/CQTC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CQTC2022-001-PROD04,127.94,127.94,217.33,01/05/2022,31/12/2030,"COMPRA DEL SUMINISTRO DE ENERGÍA Y POTENCIA ELÉCTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETÁ SA ESP PARA EL PERÍODO COMPRENDIDO ENTRE EL 1 DE MAYO HASTA EL 31 DE DICIEMBRE DEL AÑO 2023, DEL 1 DE ENERO HASTA EL 31 DE DICIEMBRE DEL AÑO 2026 Y DEL 1 DE ENERO DEL 2028 HASTA EL 31 DE DICIEMBRE DEL 2030."
187,CP-CQTC2022-001,CQTC,ELECTROCAQUETA,17/01/2022,01/05/2022 al 31/12/2030,17/01/2022,07/02/2022,07/03/2022,18/03/2022,11/04/2022,Cerrada y adjudicada,,,,20/04/2022,CP-CQTC2022-001/ELECTROCAQUETA/CQTC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CQTC2022-001-PROD05,126.88,126.88,216.45,01/05/2022,31/12/2030,"COMPRA DEL SUMINISTRO DE ENERGÍA Y POTENCIA ELÉCTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETÁ SA ESP PARA EL PERÍODO COMPRENDIDO ENTRE EL 1 DE MAYO HASTA EL 31 DE DICIEMBRE DEL AÑO 2023, DEL 1 DE ENERO HASTA EL 31 DE DICIEMBRE DEL AÑO 2026 Y DEL 1 DE ENERO DEL 2028 HASTA EL 31 DE DICIEMBRE DEL 2030."
188,CP-CQTC2022-001,CQTC,ELECTROCAQUETA,17/01/2022,01/05/2022 al 31/12/2030,17/01/2022,07/02/2022,07/03/2022,18/03/2022,11/04/2022,Cerrada y adjudicada,,,,20/04/2022,CP-CQTC2022-001/ELECTROCAQUETA/CQTC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CQTC2022-001-PROD06,126.66,126.66,215.98,01/05/2022,31/12/2030,"COMPRA DEL SUMINISTRO DE ENERGÍA Y POTENCIA ELÉCTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETÁ SA ESP PARA EL PERÍODO COMPRENDIDO ENTRE EL 1 DE MAYO HASTA EL 31 DE DICIEMBRE DEL AÑO 2023, DEL 1 DE ENERO HASTA EL 31 DE DICIEMBRE DEL AÑO 2026 Y DEL 1 DE ENERO DEL 2028 HASTA EL 31 DE DICIEMBRE DEL 2030."
189,CP-NEUC2022-002,NEUC,NEU,13/01/2022,01/05/2022 al 31/12/2024,14/01/2022,20/01/2022,17/02/2022,02/03/2022,24/03/2022,Cerrada y adjudicada,,,,11/04/2022,CP-NEUC2022-002/NEU/NEUC/01%2F02%2F2023/31%2F12%2F2026,1,CP-NEUC2022-002-PROD01,48.3,18.15,259.0,01/05/2022,31/12/2024,NEU ENERGY S.A.S. E.S.P. mediante la presente convocatoria está interesado en contratar el suministro de la energía eléctrica para atender parte de su mercado regulado para el período comprendido entre el 1 de mayo de 2022 y el 31 de diciembre de 2024
190,CP-NEUC2022-002,NEUC,NEU,13/01/2022,01/05/2022 al 31/12/2024,14/01/2022,20/01/2022,17/02/2022,02/03/2022,24/03/2022,Cerrada y adjudicada,,,,11/04/2022,CP-NEUC2022-002/NEU/NEUC/01%2F02%2F2023/31%2F12%2F2026,1,CP-NEUC2022-002-PROD02,72.0,18.49,253.0,01/05/2022,31/12/2024,NEU ENERGY S.A.S. E.S.P. mediante la presente convocatoria está interesado en contratar el suministro de la energía eléctrica para atender parte de su mercado regulado para el período comprendido entre el 1 de mayo de 2022 y el 31 de diciembre de 2024
191,CP-NEUC2022-002,NEUC,NEU,13/01/2022,01/05/2022 al 31/12/2024,14/01/2022,20/01/2022,17/02/2022,02/03/2022,24/03/2022,Cerrada y adjudicada,,,,11/04/2022,CP-NEUC2022-002/NEU/NEUC/01%2F02%2F2023/31%2F12%2F2026,1,CP-NEUC2022-002-PROD03,72.2,72.2,247.38,01/05/2022,31/12/2024,NEU ENERGY S.A.S. E.S.P. mediante la presente convocatoria está interesado en contratar el suministro de la energía eléctrica para atender parte de su mercado regulado para el período comprendido entre el 1 de mayo de 2022 y el 31 de diciembre de 2024
192,CP-CEOC2022-001,CEOC,CEO S.A.S E.S.P.,04/01/2022,01/05/2022 al 30/04/2032,07/01/2022,28/01/2022,25/02/2022,10/03/2022,01/04/2022,Cerrada y adjudicada,,,,26/04/2022,CP-CEOC2022-001/CEO S.A.S E.S.P./CEOC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CEOC2022-001-PROD01,568.05,424.23,210.14,01/05/2022,30/04/2032,"CEO de acuerdo con la Ley 1955 de 2019 en su art. 296, reglamentada a través de la Res. 4-0715 de 2019 del MME, está interesada en recibir Ofertas para la contratación del suministro de energía eléctrica, proveniente de fuentes no convencionales de energía renovable, con destino a atender la demanda regulada."
193,CP-CNSC2021-004,CNSC,CENS,29/12/2021,01/05/2022 al 31/12/2037,30/12/2021,02/02/2022,02/03/2022,13/03/2022,01/04/2022,Cerrada y adjudicada,20/01/2022,,,25/04/2022,CP-CNSC2021-004/CENS/CNSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CNSC2021-004-PROD01,,,,01/05/2022,31/12/2037,"Producto 1: Mayo 2022 - Diciembre 2037, Producto 2: Mayo - Diciembre 2022 y Producto 3: Enero - Diciembre 2025"
194,CP-CNSC2021-004,CNSC,CENS,29/12/2021,01/05/2022 al 31/12/2037,30/12/2021,02/02/2022,02/03/2022,13/03/2022,01/04/2022,Cerrada y adjudicada,20/01/2022,,,25/04/2022,CP-CNSC2021-004/CENS/CNSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CNSC2021-004-PROD02,,,,01/05/2022,31/12/2037,"Producto 1: Mayo 2022 - Diciembre 2037, Producto 2: Mayo - Diciembre 2022 y Producto 3: Enero - Diciembre 2025"
195,CP-CNSC2021-004,CNSC,CENS,29/12/2021,01/05/2022 al 31/12/2037,30/12/2021,02/02/2022,02/03/2022,13/03/2022,01/04/2022,Cerrada y adjudicada,20/01/2022,,,25/04/2022,CP-CNSC2021-004/CENS/CNSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CNSC2021-004-PROD03,1006.46,659.73,237.53,01/05/2022,31/12/2037,"Producto 1: Mayo 2022 - Diciembre 2037, Producto 2: Mayo - Diciembre 2022 y Producto 3: Enero - Diciembre 2025"
196,CP-CDSC2021-003,CDSC,CODENSA,25/12/2021,01/04/2022 al 31/12/2036,29/12/2021,20/01/2022,17/02/2022,02/03/2022,15/03/2022,Cerrada y adjudicada,,,,23/03/2022,CP-CDSC2021-003/CODENSA/CDSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CDSC2021-003-PROD01,,,,01/04/2022,31/12/2036,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de abril de 2022 y el 31 de diciembre de 2026, para atender su mercado regulado."
197,CP-CDSC2021-003,CDSC,CODENSA,25/12/2021,01/04/2022 al 31/12/2036,29/12/2021,20/01/2022,17/02/2022,02/03/2022,15/03/2022,Cerrada y adjudicada,,,,23/03/2022,CP-CDSC2021-003/CODENSA/CDSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CDSC2021-003-PROD02,1351.0,379.0,247.98,01/04/2022,31/12/2036,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de abril de 2022 y el 31 de diciembre de 2026, para atender su mercado regulado."
198,CP-CDSC2021-003,CDSC,CODENSA,25/12/2021,01/04/2022 al 31/12/2036,29/12/2021,20/01/2022,17/02/2022,02/03/2022,15/03/2022,Cerrada y adjudicada,,,,23/03/2022,CP-CDSC2021-003/CODENSA/CDSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CDSC2021-003-PROD03,,,,01/04/2022,31/12/2036,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de abril de 2022 y el 31 de diciembre de 2026, para atender su mercado regulado."
199,CP-CDSC2021-003,CDSC,CODENSA,25/12/2021,01/04/2022 al 31/12/2036,29/12/2021,20/01/2022,17/02/2022,02/03/2022,15/03/2022,Cerrada y adjudicada,,,,23/03/2022,CP-CDSC2021-003/CODENSA/CDSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CDSC2021-003-PROD04,,,,01/04/2022,31/12/2036,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de abril de 2022 y el 31 de diciembre de 2026, para atender su mercado regulado."
200,CP-EDQC2021-003,EDQC,EDEQ,22/12/2021,01/05/2022 al 31/12/2027,23/12/2021,14/01/2022,11/02/2022,24/02/2022,17/03/2022,Cerrada y adjudicada,,,,28/03/2022,CP-EDQC2021-003/EDEQ/EDQC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EDQC2021-003-PROD01,55.99,0.0,0.0,01/05/2022,31/12/2027,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período comprendido entre el 01 de mayo de 2022 y el 31 de diciembre de 2027."
201,CP-EDQC2021-003,EDQC,EDEQ,22/12/2021,01/05/2022 al 31/12/2027,23/12/2021,14/01/2022,11/02/2022,24/02/2022,17/03/2022,Cerrada y adjudicada,,,,28/03/2022,CP-EDQC2021-003/EDEQ/EDQC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EDQC2021-003-PROD02,55.99,0.0,0.0,01/05/2022,31/12/2027,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período comprendido entre el 01 de mayo de 2022 y el 31 de diciembre de 2027."
202,CP-EDQC2021-003,EDQC,EDEQ,22/12/2021,01/05/2022 al 31/12/2027,23/12/2021,14/01/2022,11/02/2022,24/02/2022,17/03/2022,Cerrada y adjudicada,,,,28/03/2022,CP-EDQC2021-003/EDEQ/EDQC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EDQC2021-003-PROD03,104.98,27.54,249.67,01/05/2022,31/12/2027,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período comprendido entre el 01 de mayo de 2022 y el 31 de diciembre de 2027."
203,CP-EDQC2021-003,EDQC,EDEQ,22/12/2021,01/05/2022 al 31/12/2027,23/12/2021,14/01/2022,11/02/2022,24/02/2022,17/03/2022,Cerrada y adjudicada,,,,28/03/2022,CP-EDQC2021-003/EDEQ/EDQC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EDQC2021-003-PROD04,104.97,18.31,254.5,01/05/2022,31/12/2027,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período comprendido entre el 01 de mayo de 2022 y el 31 de diciembre de 2027."
204,CP-EDQC2021-003,EDQC,EDEQ,22/12/2021,01/05/2022 al 31/12/2027,23/12/2021,14/01/2022,11/02/2022,24/02/2022,17/03/2022,Cerrada y adjudicada,,,,28/03/2022,CP-EDQC2021-003/EDEQ/EDQC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EDQC2021-003-PROD05,68.99,0.0,0.0,01/05/2022,31/12/2027,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período comprendido entre el 01 de mayo de 2022 y el 31 de diciembre de 2027."
205,CP-EDQC2021-003,EDQC,EDEQ,22/12/2021,01/05/2022 al 31/12/2027,23/12/2021,14/01/2022,11/02/2022,24/02/2022,17/03/2022,Cerrada y adjudicada,,,,28/03/2022,CP-EDQC2021-003/EDEQ/EDQC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EDQC2021-003-PROD06,266.79,266.79,230.75,01/05/2022,31/12/2027,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período comprendido entre el 01 de mayo de 2022 y el 31 de diciembre de 2027."
206,CP-CSSC2021-005,CSSC,Air-e,21/12/2021,03/03/2022 al 31/03/2032,21/12/2021,31/12/2021,31/01/2022,11/02/2022,21/02/2022,Cerrada y adjudicada,,,,08/03/2022,CP-CSSC2021-005/Air-e/CSSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CSSC2021-005-PROD01,2842.71,959.42,234.39,03/03/2022,31/03/2032,Se invita a las empresas interesadas en presentar propuestas para el suministro de la energía eléctrica que Air-e requiere para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 03 de marzo de 2022 al 31 de marzo de 2032.
207,CP-CSSC2021-005,CSSC,Air-e,21/12/2021,03/03/2022 al 31/03/2032,21/12/2021,31/12/2021,31/01/2022,11/02/2022,21/02/2022,Cerrada y adjudicada,,,,08/03/2022,CP-CSSC2021-005/Air-e/CSSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CSSC2021-005-PROD02,39.84,0.0,0.0,03/03/2022,31/03/2032,Se invita a las empresas interesadas en presentar propuestas para el suministro de la energía eléctrica que Air-e requiere para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 03 de marzo de 2022 al 31 de marzo de 2032.
208,CP-CSSC2021-005,CSSC,Air-e,21/12/2021,03/03/2022 al 31/03/2032,21/12/2021,31/12/2021,31/01/2022,11/02/2022,21/02/2022,Cerrada y adjudicada,,,,08/03/2022,CP-CSSC2021-005/Air-e/CSSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CSSC2021-005-PROD03,8784.0,0.0,0.0,03/03/2022,31/03/2032,Se invita a las empresas interesadas en presentar propuestas para el suministro de la energía eléctrica que Air-e requiere para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 03 de marzo de 2022 al 31 de marzo de 2032.
209,CP-HLAC2021-003,HLAC,ELECTROHUILA,09/12/2021,01/03/2022 al 31/12/2031,09/12/2021,24/12/2021,24/01/2022,04/02/2022,25/02/2022,Cerrada y adjudicada,,,,28/02/2022,CP-HLAC2021-003/ELECTROHUILA/HLAC/01%2F02%2F2023/31%2F12%2F2026,1,CP-HLAC2021-003-PROD01,1276.1,984.05,230.98,01/03/2022,31/12/2031,Suministro de energía y potencia asociada con destino al mercado regulado de ELECTROHUILA S.A. E.S.P. para el periodo comprendido entre enero 01 de marzo de 2022 al 31 de diciembre de 2031.
210,CP-HLAC2021-003,HLAC,ELECTROHUILA,09/12/2021,01/03/2022 al 31/12/2031,09/12/2021,24/12/2021,24/01/2022,04/02/2022,25/02/2022,Cerrada y adjudicada,,,,28/02/2022,CP-HLAC2021-003/ELECTROHUILA/HLAC/01%2F02%2F2023/31%2F12%2F2026,1,CP-HLAC2021-003-PROD02,988.37,823.59,213.59,01/03/2022,31/12/2031,Suministro de energía y potencia asociada con destino al mercado regulado de ELECTROHUILA S.A. E.S.P. para el periodo comprendido entre enero 01 de marzo de 2022 al 31 de diciembre de 2031.
211,CP-HLAC2021-003,HLAC,ELECTROHUILA,09/12/2021,01/03/2022 al 31/12/2031,09/12/2021,24/12/2021,24/01/2022,04/02/2022,25/02/2022,Cerrada y adjudicada,,,,28/02/2022,CP-HLAC2021-003/ELECTROHUILA/HLAC/01%2F02%2F2023/31%2F12%2F2026,1,CP-HLAC2021-003-PROD03,1607.72,883.9,213.95,01/03/2022,31/12/2031,Suministro de energía y potencia asociada con destino al mercado regulado de ELECTROHUILA S.A. E.S.P. para el periodo comprendido entre enero 01 de marzo de 2022 al 31 de diciembre de 2031.
212,CP-EPTC2021-001,EPTC,PUTUMAYO,07/12/2021,01/01/2023 al 31/12/2029,09/12/2021,30/12/2021,28/01/2022,09/02/2022,02/03/2022,Cerrada y adjudicada,,,,04/03/2022,CP-EPTC2021-001/PUTUMAYO/EPTC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EPTC2021-001-PROD01,501.46,439.71,238.93,01/01/2023,31/12/2029,Suministro de energía y potencia asociada con destino al mercado regulado de la Empresa de Energía del Putumayo S.A. E.S.P. para el periodo comprendido entre enero 01 de 2023 a diciembre 31 de 2029
213,CP-GNCC2021-005,GNCC,VATIA,11/11/2021,01/02/2022 al 31/12/2026,16/11/2021,01/12/2021,30/12/2021,13/01/2022,02/02/2022,Cerrada y adjudicada,,,,04/02/2022,CP-GNCC2021-005/VATIA/GNCC/01%2F02%2F2023/31%2F12%2F2026,1,CP-GNCC2021-005-PROD01,305.31,81.25,246.0,01/02/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de febrero de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.
214,CP-GNCC2021-005,GNCC,VATIA,11/11/2021,01/02/2022 al 31/12/2026,16/11/2021,01/12/2021,30/12/2021,13/01/2022,02/02/2022,Cerrada y adjudicada,,,,04/02/2022,CP-GNCC2021-005/VATIA/GNCC/01%2F02%2F2023/31%2F12%2F2026,1,CP-GNCC2021-005-PROD02,,,,01/02/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de febrero de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.
215,CP-GNCC2021-005,GNCC,VATIA,11/11/2021,01/02/2022 al 31/12/2026,16/11/2021,01/12/2021,30/12/2021,13/01/2022,02/02/2022,Cerrada y adjudicada,,,,04/02/2022,CP-GNCC2021-005/VATIA/GNCC/01%2F02%2F2023/31%2F12%2F2026,1,CP-GNCC2021-005-PROD03,,,,01/02/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de febrero de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.
216,CP-GNCC2021-005,GNCC,VATIA,11/11/2021,01/02/2022 al 31/12/2026,16/11/2021,01/12/2021,30/12/2021,13/01/2022,02/02/2022,Cerrada y adjudicada,,,,04/02/2022,CP-GNCC2021-005/VATIA/GNCC/01%2F02%2F2023/31%2F12%2F2026,1,CP-GNCC2021-005-PROD04,,,,01/02/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de febrero de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.
217,CP-GNCC2021-005,GNCC,VATIA,11/11/2021,01/02/2022 al 31/12/2026,16/11/2021,01/12/2021,30/12/2021,13/01/2022,02/02/2022,Cerrada y adjudicada,,,,04/02/2022,CP-GNCC2021-005/VATIA/GNCC/01%2F02%2F2023/31%2F12%2F2026,1,CP-GNCC2021-005-PROD05,96.16,69.5,212.42,01/02/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de febrero de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.
218,CP-GNCC2021-005,GNCC,VATIA,11/11/2021,01/02/2022 al 31/12/2026,16/11/2021,01/12/2021,30/12/2021,13/01/2022,02/02/2022,Cerrada y adjudicada,,,,04/02/2022,CP-GNCC2021-005/VATIA/GNCC/01%2F02%2F2023/31%2F12%2F2026,1,CP-GNCC2021-005-PROD06,184.37,167.0,245.77,01/02/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de febrero de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.
219,CP-GNCC2021-005,GNCC,VATIA,11/11/2021,01/02/2022 al 31/12/2026,16/11/2021,01/12/2021,30/12/2021,13/01/2022,02/02/2022,Cerrada y adjudicada,,,,04/02/2022,CP-GNCC2021-005/VATIA/GNCC/01%2F02%2F2023/31%2F12%2F2026,1,CP-GNCC2021-005-PROD07,,,,01/02/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de febrero de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.
